areaServicioDescripcion,observaciones,label_id,true_label_id,pred_label_id,confidence,true_label,pred_label,is_correct,prob_Arbolado Urbano,prob_Obras Públicas,prob_Higiene Urbana,prob_CLIBA (Higiene Urbana),prob_Alumbrado
CLIBA (Higiene Urbana),vecino solicita recoleccion de dos bolsas de escombros,3,3,3,0.9867409,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.00030194756,0.00062258553,0.011603254,0.9867409,0.00073127187
Alumbrado,"luminaria apagada, lleva desde noviembre, sin arreglarse. reclamos anteriores 73132247409113",4,4,4,0.9958734,Alumbrado,Alumbrado,True,0.0023422204,0.00058752124,0.00040374626,0.0007932102,0.9958734
CLIBA (Higiene Urbana),otra vez no paso el basurero anoche!! hasta cuándo????,3,3,2,0.75594217,CLIBA (Higiene Urbana),Higiene Urbana,False,0.0007303639,0.0077600274,0.75594217,0.233024,0.0025434664
CLIBA (Higiene Urbana),"en nombre de los vecinos de la cuadra ,pedimos un cartel que diga prohibido tirar ramas de árboles, ya que el camión de las ramas no entra en la calle corta pronta respuesta gracias",3,3,0,0.5966395,CLIBA (Higiene Urbana),Arbolado Urbano,False,0.5966395,0.0029438946,0.07579424,0.31749588,0.007126468
Arbolado Urbano,vecina pide refaccion de vereda sobre calle terrero 130 entre moreno . san isidro a 2 cuadras de la estacion. informe ing.sencio 251124recoerte de raiz y reparacion e vereda. parche hormigón. 6 mts,0,0,0,0.9931037,Arbolado Urbano,Arbolado Urbano,True,0.9931037,0.0053464314,0.0003647052,0.0002777072,0.0009073859
Higiene Urbana,1 semana sin barrido,2,2,2,0.9822031,Higiene Urbana,Higiene Urbana,True,0.0006075084,0.001150802,0.9822031,0.014612462,0.0014260529
Arbolado Urbano,las ramas y hojas obstruyen a los cables de luz qué pasan por mi vivienda. también las raíces levantaron el piso de la calle y empezaron a levantar el de mi propiedad.,0,0,0,0.9871012,Arbolado Urbano,Arbolado Urbano,True,0.9871012,0.00076351897,0.0021904965,0.007887329,0.00205747
Higiene Urbana,"la escaleras para poder cruzar la zona de vías están siempre sucias y con restos de materia fecal o papeles, o elementos que no permiten el tránsito normal además de que se utiliza como baño publico. además de no tener rampa para poder transitar libremente en caso de tener una dificultad, es un asco. nadie viene a limpiar. es tierra de nadie. necesitaríamos una alternativa para discapacitados. y limpieza permanente en el lugar.",2,2,2,0.83508265,Higiene Urbana,Higiene Urbana,True,0.0012270546,0.030534627,0.83508265,0.13237874,0.0007770053
Arbolado Urbano,arbol seco por caerse,0,0,0,0.99555653,Arbolado Urbano,Arbolado Urbano,True,0.99555653,0.00062283373,0.0011596422,0.00082828087,0.0018327263
Arbolado Urbano,"vecino solicita despeje de luminaria, el mismo interfiere en cableado de luz.",0,0,0,0.9931277,Arbolado Urbano,Arbolado Urbano,True,0.9931277,0.0007314973,0.0020578199,0.0011344458,0.002948516
Higiene Urbana,"en el día de la fecha, se presentó en la secretaría de ambiente y espacio público la sra. agustina rodríguez simón , domiciliada en chacabuco 738, con el fin de manifestar su reclamo respecto al nivel de la napa freática en su zona. la vecina indicó que el nivel de la napa bajo su calle ha aumentado a tal punto que está generando daños en su propiedad. según su testimonio, el agua subterránea ingresa a su sótano, provocando filtraciones y afectando la estructura del inmueble. asimismo, manifestó que varios vecinos de la misma cuadra presentan problemas similares, incluyendo humedad en los pisos y deterioro en sus viviendas.",2,2,0,0.5225763,Higiene Urbana,Arbolado Urbano,False,0.5225763,0.4364078,0.035795838,0.0024761832,0.0027438872
Arbolado Urbano,"segun evento sge numero 1021082, siendo las 1412 horas se comunica vecina de nombre mirtha, con numero de contacto 1524748854, quien refiere que en la arteria lonardi 1105, de la localidad de beccar, habria una rama de gran porte la cual se quebro y cayo en el techo de su finca. se desplazo agente guiñazu gaston de proteccion civil informa que se trata de un follaje de las ramas tocan el techo de un primer piso, por lo que solicita dar aviso a poda. se adjuntan fotografias. informa operadora bernat melina. legajo 73391",0,0,0,0.98687136,Arbolado Urbano,Arbolado Urbano,True,0.98687136,0.00078220986,0.0019680127,0.008810089,0.001568237
Alumbrado,hace 1 mes que no funciona.,4,4,4,0.9722554,Alumbrado,Alumbrado,True,0.0006252065,0.007263667,0.010065569,0.009790098,0.9722554
Arbolado Urbano,promotora nadia loyola. se cayó rama con la tormenta sobre techo de casa.,0,0,0,0.6712333,Arbolado Urbano,Arbolado Urbano,True,0.6712333,0.2479417,0.00975985,0.023008343,0.048056837
Arbolado Urbano,vecino pide poda de dos arboles frente de su domicilio,0,0,0,0.99690694,Arbolado Urbano,Arbolado Urbano,True,0.99690694,0.0005379679,0.0004792926,0.0014471754,0.000628631
CLIBA (Higiene Urbana),vecina refiere que tiene en su domicilio recolección de escombros para retirar.,3,3,3,0.9943223,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.00041532866,0.00085753907,0.0035816159,0.9943223,0.0008232223
Arbolado Urbano,vecina informa de una rama de gran porte colgando frente a su domicilio. informe ing. sencio 051124ramas quebradas y ramas secas,0,0,0,0.99654895,Arbolado Urbano,Arbolado Urbano,True,0.99654895,0.000751371,0.00075709145,0.0014661981,0.00047635313
CLIBA (Higiene Urbana),tiene bolsas de escombro en la vereda,3,3,3,0.90024906,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.00035627326,0.0048532845,0.0935593,0.90024906,0.0009821178
CLIBA (Higiene Urbana),vecino solicita recolección de restos de poda. dirección de la ubicación de los restos de poda el indio 1725,3,3,3,0.97661805,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.00056912436,0.0014124986,0.020849662,0.97661805,0.00055061036
Obras Públicas,"se rompió toda la vereda, hace ya mucho tiempo",1,1,1,0.5249751,Obras Públicas,Obras Públicas,True,0.3232092,0.5249751,0.053001367,0.012298674,0.08651568
CLIBA (Higiene Urbana),10 balsas,3,3,3,0.7771281,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0071490044,0.09347048,0.0897917,0.7771281,0.03246068
Alumbrado,apagada completamente hace un mes,4,4,4,0.9959431,Alumbrado,Alumbrado,True,0.00078920985,0.0012799161,0.0008568213,0.0011309799,0.9959431
Alumbrado,el vecino se acerca a subdelegación martínez para reclamar que la luminaria continúa apagada,4,4,4,0.99337524,Alumbrado,Alumbrado,True,0.0039352817,0.00050246425,0.00082841597,0.0013584713,0.99337524
Alumbrado,"vecino reclama la reparacion de bracito que no funciona , y al estar apagado hay mucha oscuridad en la vereda , lo viene pidiendo desde diciembre",4,4,4,0.9941884,Alumbrado,Alumbrado,True,0.002689127,0.00081018795,0.0010465336,0.0012657559,0.9941884
Arbolado Urbano,raíces levantando vereda forzando caja de gas y levantamiento de reja y vereda interna informe tecnico carolina 271124 cargado con incidente 7124667 para corte de raices,0,0,0,0.9927481,Arbolado Urbano,Arbolado Urbano,True,0.9927481,0.0055420958,0.00037776405,0.0003956442,0.0009365126
CLIBA (Higiene Urbana),"hay restos de poda. ramas, no hay troncos grandes",3,3,3,0.9894499,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0037000675,0.00085031096,0.0048319097,0.9894499,0.0011678119
Alumbrado,10 dias sin luz zona insegura,4,4,4,0.9706426,Alumbrado,Alumbrado,True,0.021019423,0.0017843947,0.0023750975,0.0041784495,0.9706426
Arbolado Urbano,vecino solicita la extraccion de arbol seco con riesgo de caida informe ing. sencio 151124balanceo y ramas secas,0,0,0,0.9980032,Arbolado Urbano,Arbolado Urbano,True,0.9980032,0.00042303393,0.00047757177,0.0004980015,0.0005981837
Higiene Urbana,habia 1 y se lo llevaron,2,2,3,0.49081743,Higiene Urbana,CLIBA (Higiene Urbana),False,0.12168512,0.006679259,0.15369788,0.49081743,0.22712034
Alumbrado,cada dos semanas reclamo. debe tener un problema por que se quema permanentemente,4,4,4,0.84736043,Alumbrado,Alumbrado,True,0.04625736,0.01338649,0.010472664,0.082523055,0.84736043
Arbolado Urbano,tres arboles estan tapando las camaras de seguridad en uruguay esquina patricios hace 2 años esta haciendo el reclamo,0,0,0,0.992411,Arbolado Urbano,Arbolado Urbano,True,0.992411,0.0012848479,0.0009746961,0.0017344555,0.0035950216
Higiene Urbana,"vecina reclama que el barrendero no llega a su cuadra, llega hasta guiraldes, solicita por favor que pase por su cuadra ya que hace mucho que no pasa.",2,2,2,0.988703,Higiene Urbana,Higiene Urbana,True,0.00036596696,0.0016746789,0.988703,0.0077461726,0.0015101453
Arbolado Urbano,informe tecnico carolina 221124 no se observo ramas quebradas ni requiere poda,0,0,0,0.9970797,Arbolado Urbano,Arbolado Urbano,True,0.9970797,0.00044068316,0.0007591501,0.0011157107,0.0006047233
Alumbrado,nos informa el vecino que la luz esta quemada hace 3 días y quisieron entrar a robar a la casa.,4,4,4,0.9923964,Alumbrado,Alumbrado,True,0.0052649807,0.0009186275,0.00045585234,0.0009641462,0.9923964
Arbolado Urbano,info gianna 242 tarea a realizar liberar luminaria,0,0,0,0.9617516,Arbolado Urbano,Arbolado Urbano,True,0.9617516,0.0007984652,0.002047485,0.0056349724,0.029767368
Higiene Urbana,hace meses que no pasa,2,2,2,0.9257547,Higiene Urbana,Higiene Urbana,True,0.0005541015,0.0030781392,0.9257547,0.059257273,0.011355746
Arbolado Urbano,"por medio del expte.19022023, vecino solicita poda.",0,0,0,0.9824755,Arbolado Urbano,Arbolado Urbano,True,0.9824755,0.0012468215,0.00064739236,0.0149690155,0.0006611672
Obras Públicas,alcantarilla de lluvia en mal estado. informo y mando foto para evitar un posible accidente de un auto al ceder la alcantarilla ya que los hierros horizontales están caídos y otros próximos a caer. si amplian las fotos adjuntas verán los comentarios que les hago.solo para sumar y evitarles algún reclamo posterior. atentamente,1,1,1,0.9738811,Obras Públicas,Obras Públicas,True,0.005995169,0.9738811,0.01650602,0.0013956224,0.002222033
Alumbrado,prendida hace mas de de 1 mes,4,4,4,0.9938718,Alumbrado,Alumbrado,True,0.0035203819,0.00081067916,0.0007966989,0.0010004562,0.9938718
Alumbrado,"referente a evento sge numero 994.654. siendo las 1956 horas se comunica vecino a la linea de emergencias de forma anonima informando que en las arterias avenida del libertador y peru, de la localidad de acassuso, cayo una rama de un arbol sobre una camioneta de color blanco en cercanias a la farmacia zona vital. se desplazo movil de proteccion civil a cargo del agente guiñazu gaston quien a su arribo informa que se trata de un tronco de gran porte el cual cayo sobre una camioneta que se encontraba estacionada en el estacionamiento de la farmacia a 45 grados la cual no sufrio daños. agente de proteccion civil agrega que el tronco produjo daños en trenzado aereo perteneciente a la empresa edenor el cual lo dejo a baja altura y doblo la bajada domiciliaria perteneciente a edenor de una finca lindante al lugar tambien refiere que hay cables cortados pertenecientes a la empresa movistar y por ultimo agrega que dejo el brazo torcido hacia abajo de una columna de alumbrado. se adjuntan fotografias. operador gurruchaga gonzalo legajo 70.704.",4,4,0,0.772546,Alumbrado,Arbolado Urbano,False,0.772546,0.021175675,0.014458345,0.02925446,0.16256562
Alumbrado,vecina pide arreglo de la luminaria del brazo auxiliar en independencia 111,4,4,4,0.94061124,Alumbrado,Alumbrado,True,0.053218737,0.004370558,0.0010030995,0.0007963717,0.94061124
CLIBA (Higiene Urbana),vidrios rotos,3,3,1,0.6942196,CLIBA (Higiene Urbana),Obras Públicas,False,0.008578282,0.6942196,0.11023071,0.12622088,0.06075049
Arbolado Urbano,poda de todos los árboles que se encuentran en esquina de saenz y bulnes. locales. sobre ambas calles de dicha esquina.,0,0,0,0.8878129,Arbolado Urbano,Arbolado Urbano,True,0.8878129,0.00240506,0.0064762775,0.101553194,0.0017525834
Alumbrado,se robaron las luces de vereda de 4 postes de la cuadra de junin 526,4,4,4,0.9955729,Alumbrado,Alumbrado,True,0.0020235628,0.0010087994,0.0005651509,0.00082959386,0.9955729
Arbolado Urbano,vecina pide poda del árbol álamos,0,0,0,0.9869624,Arbolado Urbano,Arbolado Urbano,True,0.9869624,0.0016682444,0.0012489009,0.00952142,0.00059899327
Arbolado Urbano,"la vecina se presenta por pedido de poda de dos arboles que se encuentran en situación peligrosa ya que se encuentran con ramas apoyadas a los cables produciendo así el corte continuo de luz ,los mismo están levantando la vereda y llevando al caso a la rotura de la misma y con peligro de caída de transeúntes",0,0,0,0.9899935,Arbolado Urbano,Arbolado Urbano,True,0.9899935,0.00095219444,0.00051350123,0.0012212448,0.0073195584
Arbolado Urbano,raices enormes rompen la vereda,0,0,0,0.9903194,Arbolado Urbano,Arbolado Urbano,True,0.9903194,0.0055956515,0.0013896852,0.0019388484,0.00075652276
Obras Públicas,"reclamo n 7438808 mas fotos sobre este mismo reclamo, el portón de entrada al garaje, ya no es eléctrico paso a ser portón fijo..... cuenta municipal 821556 y 821555",1,1,1,0.6242548,Obras Públicas,Obras Públicas,True,0.32776093,0.6242548,0.03376011,0.004370441,0.009853625
Arbolado Urbano,solicito la extracción de un álamo que está seco se adjunta foto y la poda de otros 2 se adjunta foto los cuales están muy altos y con cada lluvia o tormenta se caen ramas sobre los autos. informe ing sencio 1611 seco. extracción.,0,0,0,0.99738413,Arbolado Urbano,Arbolado Urbano,True,0.99738413,0.0009773279,0.00044786616,0.00075344136,0.00043718313
Arbolado Urbano,vecina pide pedido de poda por que con las tormentas que pasaron ya se le cayeron ramas al arbol y para que no suceda un accidente quiere podarlo virasoro 2322,0,0,0,0.98395467,Arbolado Urbano,Arbolado Urbano,True,0.98395467,0.0007890114,0.0022302917,0.012283357,0.0007426907
Higiene Urbana,"no pasa barrendero hace 1 semana, esta lleno de hojas.",2,2,2,0.95329446,Higiene Urbana,Higiene Urbana,True,0.0005904487,0.0026807715,0.95329446,0.042604294,0.00083007343
Higiene Urbana,basural. urgente. tener muy presente esta esquina es muy crítica. vélez sarsfield y emilio frers.,2,2,2,0.7202469,Higiene Urbana,Higiene Urbana,True,0.0013384401,0.0029961374,0.7202469,0.27396533,0.0014531575
Higiene Urbana,vecina manifiesta que falta barrido.,2,2,2,0.9883531,Higiene Urbana,Higiene Urbana,True,0.00045690345,0.00095392874,0.9883531,0.0077083632,0.002527716
CLIBA (Higiene Urbana),tiradentes y laines,3,3,2,0.30430228,CLIBA (Higiene Urbana),Higiene Urbana,False,0.1880687,0.1079623,0.30430228,0.24288085,0.15678583
Higiene Urbana,"hay vecinos que tiran bolsas de residuos. no es la primera vez, y algunas veces el barrendero no los levanta. además, está suele ser una parte muy sucia de la calle, razón por la cual solicito se barra de manera más profunda o, buscar un método más radical para eliminar la tierra que se junta y que luego vuela con el viento.",2,2,2,0.8369401,Higiene Urbana,Higiene Urbana,True,0.001856343,0.011450546,0.8369401,0.14919017,0.0005627731
CLIBA (Higiene Urbana),"estimados, quiero expresar mi profunda preocupación por el contenedor de basura ubicado frente a mi casa. esta situación ha convertido la zona en un basural permanente, con serios problemas que afectan nuestra calidad de vida. solicito encarecidamente que reubiquen el contenedor a otro sector que no perjudique directamente a una vivienda. actualmente, no puedo disfrutar de mi jardín debido al olor desagradable que emana de los residuos acumulados, y tampoco puedo estacionar mi vehículo porque la basura desbordada ocupa el espacio fuera del contenedor. además, esta ubicación está incentivando a los vecinos a dejar cualquier tipo de residuos fuera del contenedor, lo que ha generado la proliferación de plagas como ratas y cucarachas, poniendo en riesgo la salud de las personas. por favor, tomen las medidas necesarias para solucionar esta problemática. agradezco de antemano su pronta atención y gestión al respecto. atentamente, ángeles castro videla",3,3,3,0.61006683,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0007768762,0.0056148465,0.38271004,0.61006683,0.0008313877
Alumbrado,vecina informa que fueron a arreglar la luminaria pero esta intermitente,4,4,4,0.99368757,Alumbrado,Alumbrado,True,0.0032345876,0.001962888,0.00034080778,0.0007741758,0.99368757
Arbolado Urbano,"vecina solicita recorte de raíz, informa que el árbol le esta levantando toda su vereda.",0,0,0,0.99641246,Arbolado Urbano,Arbolado Urbano,True,0.99641246,0.0008112453,0.0012638349,0.0008404532,0.0006720779
Arbolado Urbano,"vecino informa de un árbol seco y en mal estado frente a su domicilio, ya se cayeron varias ramas grandes.",0,0,0,0.99330795,Arbolado Urbano,Arbolado Urbano,True,0.99330795,0.0022864814,0.00071895926,0.0032220858,0.00046436503
Alumbrado,no prende,4,4,4,0.98564863,Alumbrado,Alumbrado,True,0.008024294,0.0012055447,0.0026243671,0.0024972153,0.98564863
Arbolado Urbano,informe ing. sencio 2708rb de limpieza,0,0,0,0.9752353,Arbolado Urbano,Arbolado Urbano,True,0.9752353,0.0032593145,0.008730079,0.012012009,0.0007633353
Arbolado Urbano,"referente al evento sge n.1.015.976. siendo las 1629 horas, se comunica vecino de forma anonima informando que en la arteria albarellos 743 de la localidad de martínez hay una rama de gran porte quebrada colgando sobre tendido eléctrico. se desplazó el agente emiliano lópez de protección civil informando que se trata de una rama de gran porte quebrada a 8 metros de altura y sostenida por cables con riesgo de caída. se adjuntan fotografías. operadora albrecht lucila, legajo 71.042",0,0,0,0.98506457,Arbolado Urbano,Arbolado Urbano,True,0.98506457,0.0048399786,0.0023136393,0.0034474176,0.0043343604
Alumbrado,vecino comunica que tienen un poste de luz apagado hace 2 dias y esta oscura la calle,4,4,4,0.99595416,Alumbrado,Alumbrado,True,0.001357853,0.0005411326,0.0011922829,0.00095459615,0.99595416
CLIBA (Higiene Urbana),quizás parezca no necesario pero unas ramas son ramas y pasa gente grande y chicos que entran y salen del fondo del campos 2.,3,3,3,0.6814638,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.2126043,0.02528803,0.07798534,0.6814638,0.0026585227
Arbolado Urbano,"le retiraron a todos los vecinos de el menos a el, hace 1 semana no van informe tecnico carolina 221124 no se encontraron ramas quebradas. no requiere intervencion",0,0,0,0.9485914,Arbolado Urbano,Arbolado Urbano,True,0.9485914,0.0021995723,0.003233455,0.04266002,0.003315489
Higiene Urbana,"la propietaria se presenta por el pedido de retirar un contenedor que se encuentra en la calle diego palma 28 30 42 local de la localidad de san isidro ,el mismo se encuentra constantemente con olor nauseabundo que afecta a los vecinos ,siempre esta rebalsado de basura y manifiestan que se encuentran moscas y roedores en el mismo ,los vecinos solicitan que lo retiren de la cuadra o que instalen uno fijo con tapa ya que los vecinos no pueden ni abrir las ventanas del olor que larga. el inicio de reclamo fue en septiembre 2024. lo que se observa se observa es residuos de pollo, tiran aceite que es utilizado para freír.",2,2,3,0.70084274,Higiene Urbana,CLIBA (Higiene Urbana),False,0.0004927826,0.002319614,0.29537177,0.70084274,0.0009731476
Obras Públicas,bache muy grande en libertador y alem,1,1,1,0.9448137,Obras Públicas,Obras Públicas,True,0.029353578,0.9448137,0.004181014,0.0023026946,0.019348964
Alumbrado,vecina solicita reparacion de luminaria alta.,4,4,4,0.9876666,Alumbrado,Alumbrado,True,0.009187838,0.0017648633,0.00044050574,0.00094013946,0.9876666
CLIBA (Higiene Urbana),recolección de poda en la vía pública para retirar.,3,3,3,0.99433494,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0017227776,0.0010449244,0.0019090016,0.99433494,0.0009884587
Arbolado Urbano,sobre general paz 990 hay un platano que destrozó la vereda y necesita que la reparen ya que esta rota hace mucho tiempo.,0,0,0,0.89056873,Arbolado Urbano,Arbolado Urbano,True,0.89056873,0.059199564,0.016024826,0.013796477,0.020410337
Alumbrado,"luminaria no funciona hace bastante, pide urgente que lo arreglen.",4,4,4,0.9959132,Alumbrado,Alumbrado,True,0.0016882556,0.0012229957,0.00050401734,0.00067153206,0.9959132
CLIBA (Higiene Urbana),contenedor lleno de ratas,3,3,3,0.7993686,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0006829353,0.0034600121,0.19092269,0.7993686,0.0055656633
Arbolado Urbano,vereda de vecina rota por las raíces de los árboles.,0,0,0,0.9213832,Arbolado Urbano,Arbolado Urbano,True,0.9213832,0.06381638,0.00065228855,0.0023776395,0.011770461
Arbolado Urbano,"2 fresnos levantaron totalmente la vereda hace tiempo , muchos reclamos y no vienen. nos viene mucho de agua deben haber roto un caño. último reclamo 8067526. juan b justo 864.",0,0,0,0.8110709,Arbolado Urbano,Arbolado Urbano,True,0.8110709,0.18359348,0.0018144961,0.0011884787,0.0023326094
Arbolado Urbano,"vecino informa que el arbol que planto la municipalidad , intento arreglarlo pero no lo pudo solucionar, requiere que vallan a supervisar el arbol informe ing sencio 1611 no requiere intervencion",0,0,0,0.9963134,Arbolado Urbano,Arbolado Urbano,True,0.9963134,0.0009954819,0.0011326176,0.0010057054,0.00055289775
CLIBA (Higiene Urbana),luis maría campos y blandenguez,3,3,2,0.4940271,CLIBA (Higiene Urbana),Higiene Urbana,False,0.024397075,0.040617857,0.4940271,0.32357278,0.11738521
Arbolado Urbano,"vecina pide que corte el arbol , ya que un auto lo choco y quedo partido el tronco, vecino ya reclamo hoy mismo temprano, numero de reclamo 740623 29112024 1129 solo sacaron la rama que se cayo para el lado de su vecina el arbol roto lo dejaron y esta totalmente inestable informe ing. sencio 191224 raleo y balancedo de limpieza y despunte",0,0,0,0.99685514,Arbolado Urbano,Arbolado Urbano,True,0.99685514,0.00043404356,0.00054653245,0.0015639978,0.0006002639
Higiene Urbana,falta de barrido hace semanas . vecina pide mas limpieza. santiago del estero 32,2,2,2,0.9910069,Higiene Urbana,Higiene Urbana,True,0.00039068342,0.001171228,0.9910069,0.0065179053,0.0009132801
CLIBA (Higiene Urbana),altura 478,3,3,4,0.43470368,CLIBA (Higiene Urbana),Alumbrado,False,0.29146978,0.021896245,0.018128663,0.23380168,0.43470368
Arbolado Urbano,"vecino pide recorte de raices mas arreglo de vereda inforne ing. sencio 11024 raleo y balanceo de limpieza leve, recorte de raiz y reparación de vereda",0,0,0,0.9956542,Arbolado Urbano,Arbolado Urbano,True,0.9956542,0.0008232789,0.0023051628,0.0008287731,0.0003884996
Alumbrado,mayor iluminacion sobre av.de mayo y independencia vila adelina. zona muy oscura y de muchos robos.,4,4,4,0.9322992,Alumbrado,Alumbrado,True,0.046835523,0.009005376,0.009853988,0.0020058684,0.9322992
Alumbrado,apagado completo hace un mes,4,4,4,0.9871106,Alumbrado,Alumbrado,True,0.0005449504,0.002291454,0.00524587,0.0048071076,0.9871106
CLIBA (Higiene Urbana),recolectar poda,3,3,3,0.98661333,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.006019924,0.0007677098,0.0055013285,0.98661333,0.0010977796
Arbolado Urbano,arboles sobre la calle araoz y sobre la calle juramento,0,0,0,0.96045995,Arbolado Urbano,Arbolado Urbano,True,0.96045995,0.003069703,0.012573497,0.014656567,0.009240405
Arbolado Urbano,i nforme tecnico gianna 23125 liberacion de luminaria,0,0,0,0.9842206,Arbolado Urbano,Arbolado Urbano,True,0.9842206,0.0011939198,0.0010916673,0.0010660515,0.012427786
CLIBA (Higiene Urbana),ra metió caido en la calle para recoger,3,3,3,0.41477317,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.33999977,0.018704982,0.21497346,0.41477317,0.011548654
Arbolado Urbano,rama quebrada colgando entre cables sobre neyer y blanco encalada. informe ing sencio 2011 ramas quebadas y ramas secas,0,0,0,0.99382704,Arbolado Urbano,Arbolado Urbano,True,0.99382704,0.0013441733,0.00049546076,0.0034095903,0.0009237779
Alumbrado,columna apagada en dardo rocha 986,4,4,4,0.9959143,Alumbrado,Alumbrado,True,0.0010899939,0.0008200257,0.0008720129,0.0013036495,0.9959143
Arbolado Urbano,pedido de poda arbol sobre aristobulo del valle 1 no se puede transitar x la vereda ni verparacruzar,0,0,0,0.9974337,Arbolado Urbano,Arbolado Urbano,True,0.9974337,0.0004923839,0.0005253587,0.0009445682,0.0006040865
Obras Públicas,pasaje del sol se solicita pavimentos y veredas los día que llueve imposible caminas habiendo gentes mayores de edad capacitados tarda en secarse la calle varios día se mantiene haci,1,1,1,0.8156002,Obras Públicas,Obras Públicas,True,0.12285754,0.8156002,0.052830834,0.0017882031,0.0069232653
Alumbrado,"la luminaria esta apagada desde la ultima tormenta . la direccion exacta de la luminaria es olegario v andrade 215 acassuso , pero en el plano pone otra altura . es un error . grcias . damian",4,4,4,0.9929503,Alumbrado,Alumbrado,True,0.0047078514,0.0008342729,0.00054556,0.0009619163,0.9929503
Arbolado Urbano,"por favor solicitamos la poda, ya que la copa del árbol creció demasiado y esta tocando los cables de la luz qué pasan por el frente de la casa . es un ficus y este mes tuvimos que realizar la vereda nueva ya que las raíces levantaron las baldosas. dejo a consideración la extracción del mismo para no repetir el mismo inconveniente en un tiempo. aguardo respuesta, saludos",0,0,0,0.99786276,Arbolado Urbano,Arbolado Urbano,True,0.99786276,0.00058587774,0.00036719136,0.0006958227,0.00048833573
CLIBA (Higiene Urbana),"vecino dice que tiene ramas ue se cayeron el martes pasad de la tormenta y de poda que hizo el , así que seria una poda bastante importante que requiere que vayan con el camión almeja",3,3,3,0.8614734,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.12376087,0.004615296,0.008814027,0.8614734,0.001336425
Obras Públicas,"a lo largo de la calle rodriguez peña hay mas de 4 pozos en la misma cuadra para repavimentar. solo pude subir 2 imagenes. seria importante, ya que se encuentra la calle cerrada por obras entre tres sargentos y la av santa fe, que aprovechacen para arreglar esta cuadra rodriguez peña entre tres sargentos e italia",1,1,1,0.9749126,Obras Públicas,Obras Públicas,True,0.0043010707,0.9749126,0.017002119,0.0018420441,0.0019421945
Alumbrado,"vecino informa que se llevaron luminaria con poste y todo desde el viernes pasado , por favor quiere que vuelvan a poner la luminaria",4,4,4,0.9928518,Alumbrado,Alumbrado,True,0.0033394222,0.0006697114,0.0010237173,0.0021153474,0.9928518
Higiene Urbana,relevamiento interno delegacion martinez parana 4173 se robaron cesto de basura,2,2,2,0.5390603,Higiene Urbana,Higiene Urbana,True,0.002351581,0.0014463324,0.5390603,0.45419312,0.0029486474
Obras Públicas,av.libertador 13510 es una tapa de alcantarilla que esta por debajo del nivel de la calle que puede confundirse con un bache,1,1,1,0.9779072,Obras Públicas,Obras Públicas,True,0.0015334834,0.9779072,0.016427645,0.0026769866,0.001454649
Alumbrado,se atendió reclamo 7957002 por luminaria apagada. vecina reclama que el domingo 16 dejó de encender.,4,4,4,0.9930213,Alumbrado,Alumbrado,True,0.0044580717,0.00062671455,0.00054045825,0.0013533381,0.9930213
Higiene Urbana,"basura revisadadesparramada, es una constante en este tacho, más ahora que empezaron las clases. yerbal 50",2,2,2,0.5784888,Higiene Urbana,Higiene Urbana,True,0.0012012137,0.0013991368,0.5784888,0.41726258,0.0016482386
Higiene Urbana,"eternos reclamos sin respuesta.8.30 barrendero por la esquina se fué. delegación boulogne, mucha gente para nada.",2,2,2,0.9709574,Higiene Urbana,Higiene Urbana,True,0.00047832524,0.001795099,0.9709574,0.023696128,0.003073023
CLIBA (Higiene Urbana),"vecina solicita por whatsapp buenas tardes, queria solicitar la recoleccion de estas boosas de escombros necochea 2036, y velez sarfield romina carniglia dni 30409186",3,3,3,0.98862576,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0008180432,0.00049730734,0.00942882,0.98862576,0.0006300508
Alumbrado,las 3 apagadas,4,4,4,0.9917768,Alumbrado,Alumbrado,True,0.004025422,0.00059396325,0.0014293152,0.002174531,0.9917768
Alumbrado,"se prende y se apaga, es molesto para los vecinos",4,4,4,0.9887988,Alumbrado,Alumbrado,True,0.007873977,0.00084049493,0.0010370238,0.0014496698,0.9887988
Alumbrado,jacinto diaz y america,4,4,4,0.6467231,Alumbrado,Alumbrado,True,0.17031193,0.03869904,0.056120567,0.088145405,0.6467231
Arbolado Urbano,"se solicita liberación de luminaria en el frente del barrio arboris, ubicado en la calle don bosco 1500 entre billinghurst entre las calles san josé .",0,0,0,0.6622494,Arbolado Urbano,Arbolado Urbano,True,0.6622494,0.005521695,0.009472836,0.004340508,0.31841558
